N,p,run_id,outcome,t_event,period,glider_seen,t_glider
50,0.2,192,oscillating,390,2.0,1,0.0
50,0.2,193,oscillating,304,2.0,1,0.0
50,0.2,194,active_end,500,,1,0.0
50,0.2,195,active_end,500,,1,0.0
50,0.2,196,oscillating,486,2.0,1,0.0
50,0.2,197,oscillating,164,2.0,1,0.0
50,0.2,198,oscillating,419,2.0,1,0.0
50,0.2,199,oscillating,494,6.0,1,0.0
50,0.3,0,oscillating,365,2.0,1,0.0
50,0.3,1,oscillating,362,2.0,1,0.0
50,0.3,2,oscillating,152,2.0,1,0.0
50,0.3,3,oscillating,430,2.0,1,0.0
50,0.3,4,active_end,500,,1,0.0
50,0.3,5,oscillating,319,2.0,1,0.0
50,0.3,6,oscillating,357,2.0,1,0.0
50,0.3,7,oscillating,205,2.0,1,0.0
50,0.3,8,oscillating,494,2.0,1,0.0
50,0.3,9,active_end,500,,1,0.0
50,0.3,10,oscillating,274,2.0,1,0.0
50,0.3,11,oscillating,268,2.0,1,0.0
50,0.3,12,active_end,500,,1,0.0
50,0.3,13,active_end,500,,1,0.0
50,0.3,14,oscillating,269,2.0,1,0.0
50,0.3,15,active_end,500,,1,0.0
50,0.3,16,active_end,500,,1,0.0
50,0.3,17,active_end,500,,1,0.0
50,0.3,18,active_end,500,,1,0.0
50,0.3,19,active_end,500,,1,0.0
50,0.3,20,active_end,500,,1,0.0
50,0.3,21,oscillating,387,2.0,1,0.0
50,0.3,22,oscillating,201,2.0,1,0.0
50,0.3,23,oscillating,150,2.0,1,0.0
50,0.3,24,oscillating,415,2.0,1,0.0
50,0.3,25,active_end,500,,1,0.0
50,0.3,26,active_end,500,,1,0.0
50,0.3,27,active_end,500,,1,0.0
50,0.3,28,active_end,500,,1,0.0
50,0.3,29,oscillating,380,2.0,1,0.0
50,0.3,30,oscillating,363,2.0,1,0.0
50,0.3,31,oscillating,400,2.0,1,0.0
50,0.3,32,oscillating,324,6.0,1,0.0
50,0.3,33,active_end,500,,1,0.0
50,0.3,34,active_end,500,,1,0.0
50,0.3,35,active_end,500,,1,0.0
50,0.3,36,oscillating,426,6.0,1,0.0
50,0.3,37,oscillating,121,2.0,1,0.0
50,0.3,38,active_end,500,,1,0.0
50,0.3,39,active_end,500,,1,0.0
50,0.3,40,active_end,500,,1,0.0
50,0.3,41,active_end,500,,1,0.0
50,0.3,42,oscillating,297,2.0,1,0.0
50,0.3,43,active_end,500,,1,0.0
50,0.3,44,active_end,500,,1,0.0
50,0.3,45,active_end,500,,1,0.0
50,0.3,46,oscillating,395,2.0,1,0.0
50,0.3,47,active_end,500,,1,0.0
50,0.3,48,oscillating,442,2.0,1,0.0
50,0.3,49,oscillating,359,2.0,1,0.0
50,0.3,50,oscillating,337,2.0,1,0.0
50,0.3,51,active_end,500,,1,0.0
50,0.3,52,oscillating,292,2.0,1,0.0
50,0.3,53,oscillating,354,2.0,1,0.0
50,0.3,54,oscillating,500,2.0,1,0.0
50,0.3,55,oscillating,309,2.0,1,0.0
50,0.3,56,active_end,500,,1,0.0
50,0.3,57,oscillating,297,2.0,1,0.0
50,0.3,58,oscillating,418,2.0,1,0.0
50,0.3,59,oscillating,472,2.0,1,0.0
50,0.3,60,oscillating,344,2.0,1,0.0
50,0.3,61,oscillating,225,2.0,1,0.0
50,0.3,62,oscillating,418,2.0,1,0.0
50,0.3,63,oscillating,317,2.0,1,0.0
50,0.3,64,oscillating,362,2.0,1,0.0
50,0.3,65,active_end,500,,1,0.0
50,0.3,66,oscillating,441,2.0,1,0.0
50,0.3,67,oscillating,147,2.0,1,0.0
50,0.3,68,oscillating,189,2.0,1,0.0
50,0.3,69,active_end,500,,1,0.0
50,0.3,70,active_end,500,,1,0.0
50,0.3,71,oscillating,144,6.0,1,0.0
50,0.3,72,oscillating,228,2.0,1,0.0
50,0.3,73,active_end,500,,1,0.0
50,0.3,74,oscillating,266,2.0,1,0.0
50,0.3,75,oscillating,179,6.0,1,0.0
50,0.3,76,oscillating,163,2.0,1,0.0
50,0.3,77,oscillating,292,2.0,1,0.0
50,0.3,78,still,259,,1,0.0
50,0.3,79,oscillating,310,2.0,1,0.0
50,0.3,80,oscillating,299,2.0,1,0.0
50,0.3,81,active_end,500,,1,0.0
50,0.3,82,oscillating,472,2.0,1,0.0
50,0.3,83,oscillating,222,2.0,1,0.0
50,0.3,84,oscillating,339,2.0,1,0.0
50,0.3,85,oscillating,355,2.0,1,0.0
50,0.3,86,oscillating,480,2.0,1,0.0
50,0.3,87,oscillating,371,2.0,1,0.0
50,0.3,88,oscillating,444,2.0,1,0.0
50,0.3,89,oscillating,226,2.0,1,0.0
50,0.3,90,oscillating,150,2.0,1,0.0
50,0.3,91,oscillating,221,2.0,1,0.0
50,0.3,92,oscillating,456,2.0,1,0.0
50,0.3,93,active_end,500,,1,0.0
50,0.3,94,active_end,500,,1,0.0
50,0.3,95,oscillating,433,2.0,1,0.0
50,0.3,96,oscillating,249,2.0,1,0.0
50,0.3,97,active_end,500,,1,0.0
50,0.3,98,active_end,500,,1,0.0
50,0.3,99,oscillating,320,2.0,1,0.0
50,0.3,100,oscillating,464,2.0,1,0.0
50,0.3,101,active_end,500,,1,0.0
50,0.3,102,oscillating,462,2.0,1,0.0
50,0.3,103,oscillating,388,2.0,1,0.0
50,0.3,104,active_end,500,,1,0.0
50,0.3,105,oscillating,297,2.0,1,0.0
50,0.3,106,active_end,500,,1,0.0
50,0.3,107,oscillating,261,2.0,1,0.0
50,0.3,108,active_end,500,,1,0.0
50,0.3,109,oscillating,385,2.0,1,0.0
50,0.3,110,oscillating,496,2.0,1,0.0
50,0.3,111,active_end,500,,1,0.0
50,0.3,112,active_end,500,,1,0.0
50,0.3,113,active_end,500,,1,0.0
50,0.3,114,oscillating,331,2.0,1,0.0
50,0.3,115,active_end,500,,1,0.0
50,0.3,116,active_end,500,,1,0.0
50,0.3,117,oscillating,370,2.0,1,0.0
50,0.3,118,active_end,500,,1,0.0
50,0.3,119,oscillating,238,2.0,1,0.0
50,0.3,120,active_end,500,,1,0.0
50,0.3,121,active_end,500,,1,0.0
50,0.3,122,oscillating,401,2.0,1,0.0
50,0.3,123,oscillating,280,2.0,1,0.0
50,0.3,124,oscillating,190,2.0,1,0.0
50,0.3,125,active_end,500,,1,0.0
50,0.3,126,active_end,500,,1,0.0
50,0.3,127,active_end,500,,1,0.0
50,0.3,128,oscillating,312,2.0,1,0.0
50,0.3,129,oscillating,362,2.0,1,0.0
50,0.3,130,oscillating,268,2.0,1,0.0
50,0.3,131,active_end,500,,1,0.0
50,0.3,132,oscillating,349,2.0,1,0.0
50,0.3,133,oscillating,136,2.0,1,0.0
50,0.3,134,oscillating,333,6.0,1,0.0
50,0.3,135,oscillating,474,2.0,1,0.0
50,0.3,136,oscillating,236,2.0,1,0.0
50,0.3,137,oscillating,249,2.0,1,0.0
50,0.3,138,active_end,500,,1,0.0
50,0.3,139,oscillating,172,2.0,1,0.0
50,0.3,140,still,306,,1,0.0
50,0.3,141,oscillating,238,2.0,1,0.0
50,0.3,142,oscillating,325,2.0,1,0.0
50,0.3,143,oscillating,480,2.0,1,0.0
50,0.3,144,oscillating,260,2.0,1,0.0
50,0.3,145,oscillating,471,2.0,1,0.0
50,0.3,146,oscillating,262,2.0,1,0.0
50,0.3,147,oscillating,335,2.0,1,0.0
50,0.3,148,oscillating,297,2.0,1,0.0
50,0.3,149,still,248,,1,0.0
50,0.3,150,active_end,500,,1,0.0
50,0.3,151,oscillating,249,2.0,1,0.0
50,0.3,152,active_end,500,,1,0.0
50,0.3,153,active_end,500,,1,0.0
50,0.3,154,oscillating,305,2.0,1,0.0
50,0.3,155,active_end,500,,1,0.0
50,0.3,156,active_end,500,,1,0.0
50,0.3,157,oscillating,308,2.0,1,0.0
50,0.3,158,active_end,500,,1,0.0
50,0.3,159,active_end,500,,1,0.0
50,0.3,160,oscillating,203,2.0,1,0.0
50,0.3,161,oscillating,359,2.0,1,0.0
50,0.3,162,active_end,500,,1,0.0
50,0.3,163,oscillating,324,2.0,1,0.0
50,0.3,164,active_end,500,,1,0.0
50,0.3,165,oscillating,160,2.0,1,0.0
50,0.3,166,oscillating,319,2.0,1,0.0
50,0.3,167,oscillating,370,2.0,1,0.0
50,0.3,168,oscillating,307,2.0,1,0.0
50,0.3,169,active_end,500,,1,0.0
50,0.3,170,oscillating,451,2.0,1,0.0
50,0.3,171,oscillating,499,2.0,1,0.0
50,0.3,172,active_end,500,,1,0.0
50,0.3,173,active_end,500,,1,0.0
50,0.3,174,oscillating,301,2.0,1,0.0
50,0.3,175,active_end,500,,1,0.0
50,0.3,176,active_end,500,,1,0.0
50,0.3,177,oscillating,411,2.0,1,0.0
50,0.3,178,oscillating,387,2.0,1,0.0
50,0.3,179,oscillating,357,2.0,1,0.0
50,0.3,180,oscillating,448,2.0,1,0.0
50,0.3,181,active_end,500,,1,0.0
50,0.3,182,oscillating,318,2.0,1,0.0
50,0.3,183,oscillating,367,6.0,1,0.0
50,0.3,184,active_end,500,,1,0.0
50,0.3,185,oscillating,262,2.0,1,0.0
50,0.3,186,oscillating,403,6.0,1,0.0
50,0.3,187,still,387,,1,0.0
50,0.3,188,oscillating,255,2.0,1,0.0
50,0.3,189,oscillating,210,2.0,1,0.0
50,0.3,190,still,163,,1,0.0
50,0.3,191,oscillating,274,2.0,1,0.0
50,0.3,192,oscillating,441,2.0,1,0.0
50,0.3,193,active_end,500,,1,0.0
50,0.3,194,active_end,500,,1,0.0
50,0.3,195,active_end,500,,1,0.0
50,0.3,196,oscillating,315,2.0,1,0.0
50,0.3,197,oscillating,344,6.0,1,0.0
50,0.3,198,oscillating,432,2.0,1,0.0
50,0.3,199,active_end,500,,1,0.0
50,0.4,0,active_end,500,,1,0.0
50,0.4,1,oscillating,134,2.0,1,0.0
50,0.4,2,oscillating,348,2.0,1,0.0
50,0.4,3,oscillating,484,2.0,1,0.0
50,0.4,4,oscillating,254,2.0,1,0.0
50,0.4,5,oscillating,380,2.0,1,0.0
50,0.4,6,oscillating,235,2.0,1,0.0
50,0.4,7,oscillating,274,2.0,1,0.0
50,0.4,8,active_end,500,,1,0.0
50,0.4,9,oscillating,199,2.0,1,0.0
50,0.4,10,oscillating,489,2.0,1,0.0
50,0.4,11,active_end,500,,1,0.0
50,0.4,12,oscillating,470,2.0,1,0.0
50,0.4,13,oscillating,212,2.0,1,0.0
50,0.4,14,active_end,500,,1,0.0
50,0.4,15,oscillating,283,2.0,1,0.0
50,0.4,16,active_end,500,,1,0.0
50,0.4,17,still,337,,1,0.0
50,0.4,18,active_end,500,,1,0.0
50,0.4,19,oscillating,170,2.0,1,0.0
50,0.4,20,oscillating,170,2.0,1,0.0
50,0.4,21,oscillating,114,2.0,1,0.0
50,0.4,22,oscillating,125,2.0,1,0.0
50,0.4,23,active_end,500,,1,0.0
50,0.4,24,oscillating,241,2.0,1,0.0
50,0.4,25,oscillating,331,2.0,1,0.0
50,0.4,26,oscillating,193,2.0,1,0.0
50,0.4,27,active_end,500,,1,0.0
50,0.4,28,oscillating,159,2.0,1,0.0
50,0.4,29,oscillating,344,2.0,1,0.0
50,0.4,30,oscillating,394,2.0,1,0.0
50,0.4,31,oscillating,208,2.0,1,0.0
50,0.4,32,active_end,500,,1,0.0
50,0.4,33,oscillating,486,2.0,1,0.0
50,0.4,34,still,344,,1,0.0
50,0.4,35,oscillating,254,2.0,1,0.0
50,0.4,36,oscillating,341,2.0,1,0.0
50,0.4,37,active_end,500,,1,0.0
50,0.4,38,oscillating,119,2.0,1,0.0
50,0.4,39,oscillating,165,2.0,1,0.0
50,0.4,40,oscillating,441,2.0,1,0.0
50,0.4,41,oscillating,248,2.0,1,0.0
50,0.4,42,oscillating,298,2.0,1,0.0
50,0.4,43,active_end,500,,1,0.0
50,0.4,44,oscillating,304,2.0,1,0.0
50,0.4,45,oscillating,272,2.0,1,0.0
50,0.4,46,active_end,500,,1,0.0
50,0.4,47,oscillating,259,2.0,1,0.0
50,0.4,48,active_end,500,,1,0.0
50,0.4,49,active_end,500,,1,0.0
50,0.4,50,active_end,500,,1,0.0
50,0.4,51,active_end,500,,1,0.0
50,0.4,52,oscillating,207,2.0,1,0.0
50,0.4,53,oscillating,353,2.0,1,0.0
50,0.4,54,oscillating,316,2.0,1,0.0
50,0.4,55,oscillating,377,2.0,1,0.0
50,0.4,56,active_end,500,,1,0.0
50,0.4,57,oscillating,472,2.0,1,0.0
50,0.4,58,active_end,500,,1,0.0
50,0.4,59,active_end,500,,1,0.0
50,0.4,60,active_end,500,,1,0.0
50,0.4,61,oscillating,167,2.0,1,0.0
50,0.4,62,oscillating,370,2.0,1,0.0
50,0.4,63,active_end,500,,1,0.0
50,0.4,64,active_end,500,,1,0.0
50,0.4,65,still,350,,1,0.0
50,0.4,66,active_end,500,,1,0.0
50,0.4,67,oscillating,334,2.0,1,0.0
50,0.4,68,active_end,500,,1,0.0
50,0.4,69,oscillating,392,2.0,1,0.0
50,0.4,70,oscillating,330,2.0,1,0.0
50,0.4,71,active_end,500,,1,0.0
50,0.4,72,oscillating,329,2.0,1,0.0
50,0.4,73,oscillating,227,2.0,1,0.0
50,0.4,74,oscillating,146,2.0,1,0.0
50,0.4,75,active_end,500,,1,0.0
50,0.4,76,oscillating,174,6.0,1,0.0
50,0.4,77,active_end,500,,1,0.0
50,0.4,78,oscillating,259,2.0,1,0.0
50,0.4,79,active_end,500,,1,0.0
50,0.4,80,oscillating,399,2.0,1,0.0
50,0.4,81,active_end,500,,1,0.0
50,0.4,82,oscillating,485,2.0,1,0.0
50,0.4,83,oscillating,373,2.0,1,0.0
50,0.4,84,active_end,500,,1,0.0
50,0.4,85,oscillating,365,2.0,1,0.0
50,0.4,86,active_end,500,,1,0.0
50,0.4,87,oscillating,394,2.0,1,0.0
50,0.4,88,oscillating,211,2.0,1,0.0
50,0.4,89,active_end,500,,1,0.0
50,0.4,90,oscillating,394,2.0,1,0.0
50,0.4,91,oscillating,269,2.0,1,0.0
50,0.4,92,oscillating,312,6.0,1,0.0
50,0.4,93,active_end,500,,1,0.0
50,0.4,94,active_end,500,,1,0.0
50,0.4,95,oscillating,266,2.0,1,0.0
50,0.4,96,active_end,500,,1,0.0
50,0.4,97,active_end,500,,1,0.0
50,0.4,98,oscillating,302,6.0,1,0.0
50,0.4,99,oscillating,319,2.0,1,0.0
50,0.4,100,oscillating,475,2.0,1,0.0
50,0.4,101,oscillating,487,2.0,1,0.0
50,0.4,102,oscillating,240,2.0,1,0.0
50,0.4,103,oscillating,484,2.0,1,0.0
50,0.4,104,oscillating,334,2.0,1,0.0
50,0.4,105,active_end,500,,1,0.0
50,0.4,106,oscillating,448,2.0,1,0.0
50,0.4,107,oscillating,395,2.0,1,0.0
50,0.4,108,oscillating,313,2.0,1,0.0
50,0.4,109,oscillating,373,2.0,1,0.0
50,0.4,110,active_end,500,,1,0.0
50,0.4,111,active_end,500,,1,0.0
50,0.4,112,oscillating,288,2.0,1,0.0
50,0.4,113,oscillating,188,6.0,1,0.0
50,0.4,114,active_end,500,,1,0.0
50,0.4,115,oscillating,465,2.0,1,0.0
50,0.4,116,oscillating,341,2.0,1,0.0
50,0.4,117,oscillating,267,2.0,1,0.0
50,0.4,118,oscillating,156,2.0,1,0.0
50,0.4,119,oscillating,354,2.0,1,0.0
50,0.4,120,active_end,500,,1,0.0
50,0.4,121,oscillating,215,6.0,1,0.0
50,0.4,122,oscillating,378,2.0,1,0.0
50,0.4,123,oscillating,180,2.0,1,0.0
50,0.4,124,oscillating,493,6.0,1,0.0
50,0.4,125,oscillating,233,2.0,1,0.0
50,0.4,126,oscillating,405,2.0,1,0.0
50,0.4,127,oscillating,121,2.0,1,0.0
50,0.4,128,active_end,500,,1,0.0
50,0.4,129,oscillating,256,2.0,1,0.0
50,0.4,130,oscillating,163,2.0,1,0.0
50,0.4,131,oscillating,216,2.0,1,0.0
50,0.4,132,active_end,500,,1,0.0
50,0.4,133,active_end,500,,1,0.0
50,0.4,134,oscillating,163,2.0,1,0.0
50,0.4,135,oscillating,403,2.0,1,0.0
50,0.4,136,oscillating,276,2.0,1,0.0
50,0.4,137,oscillating,338,2.0,1,0.0
50,0.4,138,oscillating,147,2.0,1,0.0
50,0.4,139,oscillating,293,2.0,1,0.0
50,0.4,140,active_end,500,,1,0.0
50,0.4,141,oscillating,131,2.0,1,0.0
50,0.4,142,oscillating,414,2.0,1,0.0
50,0.4,143,oscillating,205,6.0,1,0.0
50,0.4,144,oscillating,438,2.0,1,0.0
50,0.4,145,oscillating,320,2.0,1,0.0
50,0.4,146,active_end,500,,1,0.0
50,0.4,147,active_end,500,,1,0.0
50,0.4,148,oscillating,489,2.0,1,0.0
50,0.4,149,active_end,500,,1,0.0
50,0.4,150,oscillating,339,2.0,1,0.0
50,0.4,151,oscillating,337,6.0,1,0.0
50,0.4,152,active_end,500,,1,0.0
50,0.4,153,oscillating,269,2.0,1,0.0
50,0.4,154,active_end,500,,1,0.0
50,0.4,155,active_end,500,,1,0.0
50,0.4,156,active_end,500,,1,0.0
50,0.4,157,oscillating,455,2.0,1,0.0
50,0.4,158,oscillating,475,2.0,1,0.0
50,0.4,159,oscillating,233,2.0,1,0.0
50,0.4,160,oscillating,232,2.0,1,0.0
50,0.4,161,still,193,,1,0.0
50,0.4,162,oscillating,299,2.0,1,0.0
50,0.4,163,oscillating,455,2.0,1,0.0
50,0.4,164,oscillating,383,2.0,1,0.0
50,0.4,165,oscillating,155,2.0,1,0.0
50,0.4,166,oscillating,264,2.0,1,0.0
50,0.4,167,oscillating,302,2.0,1,0.0
50,0.4,168,active_end,500,,1,0.0
50,0.4,169,oscillating,270,2.0,1,0.0
50,0.4,170,oscillating,346,2.0,1,0.0
50,0.4,171,oscillating,148,2.0,1,0.0
50,0.4,172,active_end,500,,1,0.0
50,0.4,173,active_end,500,,1,0.0
50,0.4,174,oscillating,393,2.0,1,0.0
50,0.4,175,oscillating,303,2.0,1,0.0
50,0.4,176,oscillating,288,2.0,1,0.0
50,0.4,177,oscillating,455,2.0,1,0.0
50,0.4,178,active_end,500,,1,0.0
50,0.4,179,active_end,500,,1,0.0
50,0.4,180,oscillating,234,2.0,1,0.0
50,0.4,181,oscillating,168,2.0,1,0.0
50,0.4,182,oscillating,232,2.0,1,0.0
50,0.4,183,oscillating,438,2.0,1,0.0
50,0.4,184,oscillating,127,2.0,1,0.0
50,0.4,185,oscillating,239,2.0,1,0.0
50,0.4,186,oscillating,204,2.0,1,0.0
50,0.4,187,oscillating,473,2.0,1,0.0
50,0.4,188,oscillating,229,6.0,1,0.0
50,0.4,189,oscillating,128,2.0,1,0.0
50,0.4,190,oscillating,332,2.0,1,0.0
50,0.4,191,active_end,500,,1,0.0
50,0.4,192,oscillating,404,2.0,1,0.0
50,0.4,193,active_end,500,,1,0.0
50,0.4,194,oscillating,132,2.0,1,0.0
50,0.4,195,oscillating,188,2.0,1,0.0
50,0.4,196,oscillating,135,2.0,1,0.0
50,0.4,197,active_end,500,,1,0.0
50,0.4,198,oscillating,205,2.0,1,0.0
50,0.4,199,active_end,500,,1,0.0
80,0.1,0,oscillating,445,2.0,1,1.0
80,0.1,1,oscillating,303,2.0,1,0.0
80,0.1,2,active_end,500,,1,0.0
80,0.1,3,active_end,500,,1,0.0
80,0.1,4,active_end,500,,1,1.0
80,0.1,5,oscillating,419,2.0,1,1.0
80,0.1,6,active_end,500,,1,0.0
80,0.1,7,oscillating,178,2.0,1,0.0
80,0.1,8,active_end,500,,1,0.0
80,0.1,9,oscillating,63,2.0,1,0.0
80,0.1,10,active_end,500,,1,0.0
80,0.1,11,oscillating,338,2.0,1,2.0
80,0.1,12,active_end,500,,1,0.0
80,0.1,13,oscillating,264,2.0,1,0.0
80,0.1,14,active_end,500,,1,1.0
80,0.1,15,active_end,500,,1,1.0
80,0.1,16,oscillating,403,2.0,1,0.0
80,0.1,17,oscillating,480,2.0,1,0.0
80,0.1,18,active_end,500,,1,1.0
80,0.1,19,oscillating,426,2.0,1,1.0
80,0.1,20,oscillating,259,2.0,1,0.0
80,0.1,21,oscillating,93,2.0,1,1.0
80,0.1,22,active_end,500,,1,1.0
80,0.1,23,active_end,500,,1,1.0
80,0.1,24,oscillating,432,2.0,1,1.0
80,0.1,25,active_end,500,,1,0.0
80,0.1,26,oscillating,446,6.0,1,1.0
80,0.1,27,active_end,500,,1,0.0
80,0.1,28,active_end,500,,1,1.0
80,0.1,29,oscillating,234,2.0,1,1.0
80,0.1,30,oscillating,85,2.0,1,1.0
80,0.1,31,oscillating,68,2.0,1,1.0
80,0.1,32,active_end,500,,1,1.0
80,0.1,33,oscillating,302,2.0,1,1.0
80,0.1,34,oscillating,220,2.0,1,1.0
80,0.1,35,oscillating,432,2.0,1,0.0
80,0.1,36,active_end,500,,1,1.0
80,0.1,37,active_end,500,,1,0.0
80,0.1,38,oscillating,336,2.0,1,0.0
80,0.1,39,active_end,500,,1,2.0
80,0.1,40,oscillating,77,2.0,1,2.0
80,0.1,41,active_end,500,,1,0.0
80,0.1,42,active_end,500,,1,0.0
80,0.1,43,oscillating,373,2.0,1,1.0
80,0.1,44,oscillating,449,2.0,1,0.0
80,0.1,45,oscillating,220,2.0,1,1.0
80,0.1,46,oscillating,102,6.0,1,3.0
80,0.1,47,active_end,500,,1,0.0
80,0.1,48,oscillating,200,2.0,1,1.0
80,0.1,49,active_end,500,,1,0.0
80,0.1,50,oscillating,274,2.0,1,0.0
80,0.1,51,oscillating,387,2.0,1,1.0
80,0.1,52,oscillating,201,2.0,1,3.0
80,0.1,53,active_end,500,,1,0.0
80,0.1,54,active_end,500,,1,0.0
80,0.1,55,active_end,500,,1,1.0
80,0.1,56,oscillating,121,2.0,1,1.0
80,0.1,57,active_end,500,,1,0.0
80,0.1,58,active_end,500,,1,1.0
80,0.1,59,active_end,500,,1,0.0
80,0.1,60,oscillating,159,2.0,1,0.0
80,0.1,61,active_end,500,,1,0.0
80,0.1,62,active_end,500,,1,1.0
80,0.1,63,oscillating,325,2.0,1,4.0
80,0.1,64,oscillating,70,2.0,1,1.0
80,0.1,65,active_end,500,,1,2.0
80,0.1,66,active_end,500,,1,1.0
80,0.1,67,oscillating,233,6.0,1,2.0
80,0.1,68,active_end,500,,1,1.0
80,0.1,69,oscillating,437,2.0,1,1.0
80,0.1,70,oscillating,77,2.0,1,1.0
80,0.1,71,active_end,500,,1,1.0
80,0.1,72,oscillating,329,2.0,1,1.0
80,0.1,73,active_end,500,,1,0.0
80,0.1,74,active_end,500,,1,1.0
80,0.1,75,oscillating,148,2.0,1,0.0
80,0.1,76,oscillating,416,6.0,1,0.0
80,0.1,77,oscillating,207,2.0,1,0.0
80,0.1,78,active_end,500,,1,1.0
80,0.1,79,oscillating,174,2.0,1,1.0
80,0.1,80,oscillating,102,2.0,1,0.0
80,0.1,81,oscillating,237,2.0,1,1.0
80,0.1,82,active_end,500,,1,0.0
80,0.1,83,active_end,500,,1,0.0
80,0.1,84,active_end,500,,1,1.0
80,0.1,85,oscillating,332,6.0,1,0.0
80,0.1,86,oscillating,375,2.0,1,0.0
80,0.1,87,active_end,500,,1,0.0
80,0.1,88,oscillating,310,2.0,1,0.0
80,0.1,89,active_end,500,,1,1.0
80,0.1,90,oscillating,441,2.0,1,0.0
80,0.1,91,active_end,500,,1,0.0
80,0.1,92,active_end,500,,1,0.0
80,0.1,93,active_end,500,,1,0.0
80,0.1,94,active_end,500,,1,1.0
80,0.1,95,oscillating,139,2.0,1,2.0
80,0.1,96,active_end,500,,1,1.0
80,0.1,97,active_end,500,,1,0.0
80,0.1,98,active_end,500,,1,1.0
80,0.1,99,oscillating,107,2.0,1,0.0
80,0.1,100,oscillating,294,2.0,1,0.0
80,0.1,101,oscillating,490,2.0,1,0.0
80,0.1,102,active_end,500,,1,0.0
80,0.1,103,oscillating,336,2.0,1,0.0
80,0.1,104,active_end,500,,1,4.0
80,0.1,105,active_end,500,,1,1.0
80,0.1,106,active_end,500,,1,0.0
80,0.1,107,oscillating,250,2.0,1,1.0
80,0.1,108,active_end,500,,1,0.0
80,0.1,109,active_end,500,,1,0.0
80,0.1,110,oscillating,355,2.0,1,0.0
80,0.1,111,active_end,500,,1,0.0
80,0.1,112,active_end,500,,1,1.0
80,0.1,113,active_end,500,,1,1.0
80,0.1,114,active_end,500,,1,0.0
80,0.1,115,oscillating,309,2.0,1,2.0
80,0.1,116,active_end,500,,1,0.0
80,0.1,117,active_end,500,,1,1.0
80,0.1,118,active_end,500,,1,0.0
80,0.1,119,oscillating,380,2.0,1,1.0
80,0.1,120,oscillating,234,2.0,1,1.0
80,0.1,121,active_end,500,,1,1.0
80,0.1,122,active_end,500,,1,0.0
80,0.1,123,oscillating,379,2.0,1,1.0
80,0.1,124,active_end,500,,1,1.0
80,0.1,125,oscillating,137,6.0,1,0.0
80,0.1,126,active_end,500,,1,0.0
80,0.1,127,active_end,500,,1,1.0
80,0.1,128,active_end,500,,1,1.0
80,0.1,129,oscillating,330,2.0,1,0.0
80,0.1,130,oscillating,457,6.0,1,1.0
80,0.1,131,active_end,500,,1,1.0
80,0.1,132,oscillating,234,2.0,1,1.0
80,0.1,133,active_end,500,,1,0.0
80,0.1,134,oscillating,290,2.0,1,0.0
80,0.1,135,oscillating,355,2.0,1,2.0
80,0.1,136,oscillating,187,2.0,1,1.0
80,0.1,137,active_end,500,,1,10.0
80,0.1,138,oscillating,319,2.0,1,1.0
80,0.1,139,oscillating,389,2.0,1,1.0
80,0.1,140,oscillating,154,2.0,1,2.0
80,0.1,141,active_end,500,,1,3.0
80,0.1,142,oscillating,404,2.0,1,1.0
80,0.1,143,oscillating,304,2.0,1,1.0
80,0.1,144,active_end,500,,1,0.0
80,0.1,145,active_end,500,,1,1.0
80,0.1,146,oscillating,393,2.0,1,1.0
80,0.1,147,oscillating,385,2.0,1,0.0
80,0.1,148,oscillating,467,2.0,1,1.0
80,0.1,149,active_end,500,,1,1.0
80,0.1,150,oscillating,110,2.0,1,0.0
80,0.1,151,active_end,500,,1,2.0
80,0.1,152,active_end,500,,1,0.0
80,0.1,153,active_end,500,,1,0.0
80,0.1,154,oscillating,179,6.0,1,0.0
80,0.1,155,active_end,500,,1,0.0
80,0.1,156,active_end,500,,1,1.0
80,0.1,157,oscillating,170,6.0,1,0.0
80,0.1,158,oscillating,447,2.0,1,1.0
80,0.1,159,oscillating,34,2.0,1,1.0
80,0.1,160,oscillating,185,2.0,1,1.0
80,0.1,161,active_end,500,,1,1.0
80,0.1,162,active_end,500,,1,0.0
80,0.1,163,active_end,500,,1,1.0
80,0.1,164,oscillating,353,2.0,1,1.0
80,0.1,165,active_end,500,,1,0.0
80,0.1,166,active_end,500,,1,1.0
80,0.1,167,oscillating,290,2.0,1,1.0
80,0.1,168,active_end,500,,1,1.0
80,0.1,169,active_end,500,,1,0.0
80,0.1,170,oscillating,97,2.0,1,1.0
80,0.1,171,oscillating,430,2.0,1,1.0
80,0.1,172,active_end,500,,1,1.0
80,0.1,173,active_end,500,,1,0.0
80,0.1,174,oscillating,355,2.0,1,0.0
80,0.1,175,oscillating,270,2.0,1,0.0
80,0.1,176,active_end,500,,1,1.0
80,0.1,177,active_end,500,,1,1.0
80,0.1,178,oscillating,319,2.0,1,1.0
80,0.1,179,active_end,500,,1,1.0
80,0.1,180,active_end,500,,1,1.0
80,0.1,181,active_end,500,,1,0.0
80,0.1,182,active_end,500,,1,1.0
80,0.1,183,active_end,500,,1,0.0
80,0.1,184,active_end,500,,1,0.0
80,0.1,185,oscillating,260,2.0,1,1.0
80,0.1,186,oscillating,464,2.0,1,0.0
80,0.1,187,active_end,500,,1,1.0
80,0.1,188,oscillating,290,2.0,1,0.0
80,0.1,189,active_end,500,,1,0.0
